Time,Temp
09/01/12 09:47,25.3
09/01/12 10:02,20.4
09/01/12 10:17,19.7
09/01/12 10:32,19.4
09/01/12 10:47,19.3
09/01/12 11:02,19.3
09/01/12 11:17,19.4
09/01/12 11:32,19.3
09/01/12 11:47,19.2
09/01/12 12:02,19.2
09/01/12 12:17,19.2
09/01/12 12:32,19.2
09/01/12 12:47,19.2
09/01/12 13:02,19.1
09/01/12 13:17,19.1
09/01/12 13:32,19.1
09/01/12 13:47,19
09/01/12 14:02,19
09/01/12 14:17,19
09/01/12 14:32,18.9
09/01/12 14:47,18.9
09/01/12 15:02,18.9
09/01/12 15:17,18.8
09/01/12 15:32,18.8
09/01/12 15:47,18.8
09/01/12 16:02,18.7
09/01/12 16:17,18.7
09/01/12 16:32,18.6
09/01/12 16:47,18.6
09/01/12 17:02,18.6
09/01/12 17:17,18.6
09/01/12 17:32,18.6
09/01/12 17:47,18.6
09/01/12 18:02,18.5
09/01/12 18:17,18.5
09/01/12 18:32,18.5
09/01/12 18:47,18.5
09/01/12 19:02,18.4
09/01/12 19:17,18.4
09/01/12 19:32,18.4
09/01/12 19:47,18.3
09/01/12 20:02,18.3
09/01/12 20:17,18.3
09/01/12 20:32,18.3
09/01/12 20:47,18.3
09/01/12 21:02,18.2
09/01/12 21:17,18.2
09/01/12 21:32,18.2
09/01/12 21:47,18.2
09/01/12 22:02,18.2
09/01/12 22:17,18.2
09/01/12 22:32,18.2
09/01/12 22:47,18.3
09/01/12 23:02,18.3
09/01/12 23:17,18.4
09/01/12 23:32,18.5
09/01/12 23:47,18.6
10/01/12 00:02,18.6
10/01/12 00:17,18.6
10/01/12 00:32,18.5
10/01/12 00:47,18.5
10/01/12 01:02,18.5
10/01/12 01:17,18.4
10/01/12 01:32,18.4
10/01/12 01:47,18.4
10/01/12 02:02,18.4
10/01/12 02:17,18.5
10/01/12 02:32,18.8
10/01/12 02:47,19
10/01/12 03:02,19
10/01/12 03:17,19
10/01/12 03:32,18.9
10/01/12 03:47,18.9
10/01/12 04:02,18.9
10/01/12 04:17,18.8
10/01/12 04:32,18.8
10/01/12 04:47,18.8
10/01/12 05:02,18.8
10/01/12 05:17,18.8
10/01/12 05:32,18.8
10/01/12 05:47,18.9
10/01/12 06:02,19
10/01/12 06:17,18.9
10/01/12 06:32,18.7
10/01/12 06:47,18.7
10/01/12 07:02,18.6
10/01/12 07:17,18.5
10/01/12 07:32,18.3
10/01/12 07:47,18.3
10/01/12 08:02,18.4
10/01/12 08:17,18.5
10/01/12 08:32,18.7
10/01/12 08:47,19
10/01/12 09:02,19.1
10/01/12 09:17,19.1
10/01/12 09:32,19.1
10/01/12 09:47,19.2
10/01/12 10:02,19.2
10/01/12 10:17,19.2
10/01/12 10:32,19.2
10/01/12 10:47,19.2
10/01/12 11:02,19.2
10/01/12 11:17,19.2
10/01/12 11:32,19.2
10/01/12 11:47,19.2
10/01/12 12:02,19.1
10/01/12 12:17,19.1
10/01/12 12:32,19.1
10/01/12 12:47,19.1
10/01/12 13:02,19.1
10/01/12 13:17,19.1
10/01/12 13:32,19
10/01/12 13:47,19
10/01/12 14:02,19
10/01/12 14:17,18.9
10/01/12 14:32,18.9
10/01/12 14:47,18.9
10/01/12 15:02,18.9
10/01/12 15:17,18.8
10/01/12 15:32,18.8
10/01/12 15:47,18.7
10/01/12 16:02,18.7
10/01/12 16:17,18.7
10/01/12 16:32,18.6
10/01/12 16:47,18.6
10/01/12 17:02,18.6
10/01/12 17:17,18.6
10/01/12 17:32,18.6
10/01/12 17:47,18.5
10/01/12 18:02,18.5
10/01/12 18:17,18.4
10/01/12 18:32,18.4
10/01/12 18:47,18.4
10/01/12 19:02,18.3
10/01/12 19:17,18.3
10/01/12 19:32,18.3
10/01/12 19:47,18.2
10/01/12 20:02,18.2
10/01/12 20:17,18.2
10/01/12 20:32,18.2
10/01/12 20:47,18.1
10/01/12 21:02,18.1
10/01/12 21:17,18.1
10/01/12 21:32,18.2
10/01/12 21:47,18.2
10/01/12 22:02,18.2
10/01/12 22:17,18.2
10/01/12 22:32,18.2
10/01/12 22:47,18.2
10/01/12 23:02,18.2
10/01/12 23:17,18.3
10/01/12 23:32,18.3
10/01/12 23:47,18.3
11/01/12 00:02,18.4
11/01/12 00:17,18.5
11/01/12 00:32,18.5
11/01/12 00:47,18.6
11/01/12 01:02,18.6
11/01/12 01:17,18.5
11/01/12 01:32,18.5
11/01/12 01:47,18.6
11/01/12 02:02,18.7
11/01/12 02:17,18.8
11/01/12 02:32,18.9
11/01/12 02:47,19
11/01/12 03:02,19.2
11/01/12 03:17,19.3
11/01/12 03:32,19.5
11/01/12 03:47,19.6
11/01/12 04:02,19.8
11/01/12 04:17,19.9
11/01/12 04:32,19.9
11/01/12 04:47,19.8
11/01/12 05:02,19.9
11/01/12 05:17,19.7
11/01/12 05:32,19.8
11/01/12 05:47,19.8
11/01/12 06:02,19.9
11/01/12 06:17,19.6
11/01/12 06:32,19.3
11/01/12 06:47,19.4
11/01/12 07:02,19.3
11/01/12 07:17,19.3
11/01/12 07:32,19.2
11/01/12 07:47,19.2
11/01/12 08:02,19.3
11/01/12 08:17,19.4
11/01/12 08:32,19.4
11/01/12 08:47,19.4
11/01/12 09:02,19.5
11/01/12 09:17,19.5
11/01/12 09:32,19.6
11/01/12 09:47,19.6
11/01/12 10:02,19.6
11/01/12 10:17,19.6
11/01/12 10:32,19.6
11/01/12 10:47,19.6
11/01/12 11:02,19.6
11/01/12 11:17,19.6
11/01/12 11:32,19.5
11/01/12 11:47,19.5
11/01/12 12:02,19.4
11/01/12 12:17,19.4
11/01/12 12:32,19.4
11/01/12 12:47,19.3
11/01/12 13:02,19.3
11/01/12 13:17,19.2
11/01/12 13:32,19.2
11/01/12 13:47,19.2
11/01/12 14:02,19.1
11/01/12 14:17,19.1
11/01/12 14:32,19
11/01/12 14:47,19
11/01/12 15:02,19
11/01/12 15:17,18.9
11/01/12 15:32,18.9
11/01/12 15:47,18.8
11/01/12 16:02,18.8
11/01/12 16:17,18.7
11/01/12 16:32,18.7
11/01/12 16:47,18.7
11/01/12 17:02,18.6
11/01/12 17:17,18.6
11/01/12 17:32,18.6
11/01/12 17:47,18.6
11/01/12 18:02,18.6
11/01/12 18:17,18.5
11/01/12 18:32,18.5
11/01/12 18:47,18.5
11/01/12 19:02,18.4
11/01/12 19:17,18.4
11/01/12 19:32,18.4
11/01/12 19:47,18.3
11/01/12 20:02,18.3
11/01/12 20:17,18.3
11/01/12 20:32,18.2
11/01/12 20:47,18.2
11/01/12 21:02,18.2
11/01/12 21:17,18.2
11/01/12 21:32,18.2
11/01/12 21:47,18.2
11/01/12 22:02,18.3
11/01/12 22:17,18.4
11/01/12 22:32,18.5
11/01/12 22:47,18.5
11/01/12 23:02,18.5
11/01/12 23:17,18.5
11/01/12 23:32,18.5
11/01/12 23:47,18.5
12/01/12 00:02,18.5
12/01/12 00:17,18.6
12/01/12 00:32,18.6
12/01/12 00:47,18.7
12/01/12 01:02,18.7
12/01/12 01:17,18.8
12/01/12 01:32,18.9
12/01/12 01:47,18.9
12/01/12 02:02,19
12/01/12 02:17,19
12/01/12 02:32,19.1
12/01/12 02:47,19
12/01/12 03:02,19.2
12/01/12 03:17,19.2
12/01/12 03:32,19.2
12/01/12 03:47,19
12/01/12 04:02,19.2
12/01/12 04:17,19.4
12/01/12 04:32,19.6
12/01/12 04:47,19.8
12/01/12 05:02,20
12/01/12 05:17,20.2
12/01/12 05:32,20.1
12/01/12 05:47,20.2
12/01/12 06:02,20.1
12/01/12 06:17,19.6
12/01/12 06:32,19.2
12/01/12 06:47,19.2
12/01/12 07:02,19.2
12/01/12 07:17,19.2
12/01/12 07:32,19.3
12/01/12 07:47,19.4
12/01/12 08:02,19.5
12/01/12 08:17,19.4
12/01/12 08:32,19.3
12/01/12 08:47,19.3
12/01/12 09:02,19.4
12/01/12 09:17,19.5
12/01/12 09:32,19.6
12/01/12 09:47,19.6
12/01/12 10:02,19.6
